"rules","support","confidence","coverage","lift","count"
"{Diag_DD0126,Diag_DD0158} => {HighCost}",0.00118536079419173,0.235294117647059,0.00503778337531486,3.18875502008032,16
"{Diag_DD0042,Diag_DD0158} => {HighCost}",0.00103719069491777,0.341463414634146,0.00303748703511631,4.62758350475071,14
"{Diag_DD0158,Diag_DD0240} => {HighCost}",0.00125944584382872,0.314814814814815,0.0040005926803971,4.26643611482969,17
"{Diag_DD0052,Diag_DD0158} => {HighCost}",0.0013335308934657,0.285714285714286,0.00466735812712995,3.87205966724039,18
"{Diag_DD0110,Diag_DD0158} => {HighCost}",0.0013335308934657,0.486486486486487,0.00274114683656838,6.59296646043634,18
"{Diag_DD0000,Diag_DD0158} => {HighCost}",0.00103719069491777,0.378378378378378,0.00274114683656838,5.1278628025616,14
"{Diag_DD0098,Diag_DD0158} => {HighCost}",0.0013335308934657,0.382978723404255,0.00348199733293821,5.19020763906691,18
"{Diag_DD0016,Diag_DD0158} => {HighCost}",0.00103719069491777,0.197183098591549,0.00526003852422581,2.67226653091238,14
"{Diag_DD0120,Diag_DD0158} => {HighCost}",0.00237072158838346,0.323232323232323,0.00733441991406134,4.38051194677701,32
"{Diag_DD0072,Diag_DD0158} => {HighCost}",0.00229663653874648,0.397435897435897,0.00577863387168469,5.38613428071259,31
"{Diag_DD0130,Diag_DD0158} => {HighCost}",0.0013335308934657,0.276923076923077,0.00481552822640391,3.75291936978684,18
"{Diag_DD0082,Diag_DD0158} => {HighCost}",0.00170395614165061,0.323943661971831,0.00526003852422581,4.39015215792748,23
"{Diag_DD0018,Diag_DD0158} => {HighCost}",0.00125944584382872,0.217948717948718,0.00577863387168469,2.95368654103594,17
"{Diag_DD0020,Diag_DD0158} => {HighCost}",0.00185212624092458,0.333333333333333,0.00555637872277374,4.51740294511379,25
"{Diag_DD0056,Diag_DD0158} => {HighCost}",0.00155578604237665,0.323076923076923,0.00481552822640391,4.37840593141798,21
"{Diag_DD0102,Diag_DD0158} => {HighCost}",0.00125944584382872,0.188888888888889,0.00666765446732849,2.55986166889781,17
"{Diag_DD0002,Diag_DD0158} => {HighCost}",0.00155578604237665,0.212121212121212,0.00733441991406134,2.87471096507241,21
"{Diag_DD0012,Diag_DD0158} => {HighCost}",0.00259297673729441,0.289256198347107,0.00896429100607497,3.92006040691692,35
"{Diag_DD0034,Diag_DD0158} => {HighCost}",0.00251889168765743,0.226666666666667,0.0111127574455475,3.07183400267738,34
"{Diag_DD0142,Diag_DD0158} => {HighCost}",0.00118536079419173,0.119402985074627,0.00992739665135576,1.61817418929449,16
"{Diag_DD0004,Diag_DD0158} => {HighCost}",0.00259297673729441,0.186170212765957,0.0139279893317529,2.52301760232419,35
"{Diag_DD0006,Diag_DD0158} => {HighCost}",0.00296340198547933,0.202020202020202,0.0146688398281227,2.73781996673563,40
"{Diag_DD0064,Diag_DD0158} => {HighCost}",0.00200029634019855,0.139175257731959,0.0143724996295748,1.88613215749596,27
"{Diag_DD0058,Diag_DD0258} => {HighCost}",0.00111127574455475,0.441176470588235,0.00251889168765743,5.9789156626506,15
"{Diag_DD0042,Diag_DD0258} => {HighCost}",0.00155578604237665,0.362068965517241,0.00429693287894503,4.90683423348567,21
"{Diag_DD0240,Diag_DD0258} => {HighCost}",0.00140761594310268,0.431818181818182,0.00325974218402726,5.85209017889741,19
"{Diag_DD0052,Diag_DD0258} => {HighCost}",0.00155578604237665,0.411764705882353,0.00377833753148615,5.58032128514056,21
"{Diag_DD0110,Diag_DD0258} => {HighCost}",0.00200029634019855,0.442622950819672,0.00451918802785598,5.99851866482323,27
"{Diag_DD0104,Diag_DD0258} => {HighCost}",0.00103719069491777,0.28,0.00370425248184916,3.79461847389558,14
"{Diag_DD0016,Diag_DD0258} => {HighCost}",0.00140761594310268,0.215909090909091,0.00651948436805453,2.9260450894487,19
"{Diag_DD0120,Diag_DD0258} => {HighCost}",0.00162987109201363,0.34375,0.00474144317676693,4.65857178714859,22
"{Diag_DD0072,Diag_DD0258} => {HighCost}",0.00162987109201363,0.301369863013699,0.00540820862349978,4.08422732023986,22
"{Diag_DD0130,Diag_DD0258} => {HighCost}",0.0017780411912876,0.358208955223881,0.00496369832567788,4.85452256788347,24
"{Diag_DD0082,Diag_DD0258} => {HighCost}",0.00170395614165061,0.377049180327869,0.00451918802785598,5.10984923299756,23
"{Diag_DD0056,Diag_DD0258} => {HighCost}",0.00140761594310268,0.253333333333333,0.00555637872277374,3.43322623828648,19
"{Diag_DD0002,Diag_DD0258} => {HighCost}",0.00207438138983553,0.256880733944954,0.00807527041043117,3.48130135219778,28
"{Diag_DD0012,Diag_DD0258} => {HighCost}",0.00214846643947251,0.292929292929293,0.00733441991406134,3.96983895176666,29
"{Diag_DD0034,Diag_DD0258} => {HighCost}",0.0035560823825752,0.204255319148936,0.0174099866646911,2.76811074083568,48
"{Diag_DD0142,Diag_DD0258} => {HighCost}",0.00103719069491777,0.127272727272727,0.00814935546006816,1.72482657904345,14
"{Diag_DD0004,Diag_DD0258} => {HighCost}",0.00214846643947251,0.187096774193548,0.0114831826937324,2.53557455628967,29
"{Diag_DD0006,Diag_DD0258} => {HighCost}",0.0035560823825752,0.205128205128205,0.0173359016150541,2.77994027391618,48
"{Diag_DD0064,Diag_DD0258} => {HighCost}",0.00237072158838346,0.151658767772512,0.0156319454734035,2.05531129256362,32
"{Diag_DD0042,Diag_DD0134} => {HighCost}",0.00103719069491777,0.274509803921569,0.00377833753148615,3.72021419009371,14
"{Diag_DD0134,Diag_DD0240} => {HighCost}",0.00103719069491777,0.341463414634146,0.00303748703511631,4.62758350475071,14
"{Diag_DD0110,Diag_DD0134} => {HighCost}",0.00103719069491777,0.318181818181818,0.00325974218402726,4.31206644760862,14
"{Diag_DD0098,Diag_DD0134} => {HighCost}",0.00118536079419173,0.290909090909091,0.00407467773003408,3.94246075209931,16
"{Diag_DD0044,Diag_DD0134} => {HighCost}",0.00103719069491777,0.215384615384615,0.00481552822640391,2.91893728761199,14
"{Diag_DD0120,Diag_DD0134} => {HighCost}",0.0013335308934657,0.409090909090909,0.00325974218402726,5.54408543263965,18
"{Diag_DD0072,Diag_DD0134} => {HighCost}",0.00140761594310268,0.271428571428571,0.00518595347458883,3.67845668387837,19
"{Diag_DD0082,Diag_DD0134} => {HighCost}",0.00118536079419173,0.266666666666667,0.00444510297821899,3.61392235609103,16
"{Diag_DD0020,Diag_DD0134} => {HighCost}",0.00118536079419173,0.207792207792208,0.00570454882204771,2.81604339435665,16
"{Diag_DD0056,Diag_DD0134} => {HighCost}",0.0013335308934657,0.197802197802198,0.00674173951696548,2.68065669270489,18
"{Diag_DD0002,Diag_DD0134} => {HighCost}",0.0017780411912876,0.263736263736264,0.00674173951696548,3.57420892360651,24
"{Diag_DD0012,Diag_DD0134} => {HighCost}",0.0017780411912876,0.247422680412371,0.00718624981478738,3.35312383554838,24
"{Diag_DD0034,Diag_DD0134} => {HighCost}",0.00118536079419173,0.115107913669065,0.0102978218995407,1.55996648464361,16
"{Diag_DD0134,Diag_DD0142} => {HighCost}",0.00111127574455475,0.111940298507463,0.00992739665135576,1.51703830246359,15
"{Diag_DD0004,Diag_DD0134} => {HighCost}",0.00200029634019855,0.142105263157895,0.0140761594310268,1.92584020291693,27
"{Diag_DD0006,Diag_DD0134} => {HighCost}",0.00229663653874648,0.155778894472362,0.0147429248777597,2.11114811002805,31
"{Diag_DD0064,Diag_DD0134} => {HighCost}",0.00237072158838346,0.136170212765957,0.0174099866646911,1.84540716055712,32
"{Diag_DD0038,Diag_DD0092} => {HighCost}",0.00192621129056156,0.298850574712644,0.00644539931841754,4.05008539906753,26
"{Diag_DD0092,Diag_DD0110} => {HighCost}",0.00111127574455475,0.394736842105263,0.00281523188620536,5.3495561192137,15
"{Diag_DD0092,Diag_DD0098} => {HighCost}",0.00103719069491777,0.2,0.00518595347458883,2.71044176706827,14
"{Diag_DD0008,Diag_DD0092} => {HighCost}",0.0013335308934657,0.160714285714286,0.00829752555934212,2.17803356282272,18
"{Diag_DD0092,Diag_DD0130} => {HighCost}",0.00118536079419173,0.262295081967213,0.00451918802785598,3.55467772730265,16
"{Diag_DD0020,Diag_DD0092} => {HighCost}",0.00118536079419173,0.222222222222222,0.00533412357386279,3.01160196340919,16
"{Diag_DD0056,Diag_DD0092} => {HighCost}",0.00103719069491777,0.170731707317073,0.00607497407023263,2.31379175237536,14
"{Diag_DD0012,Diag_DD0092} => {HighCost}",0.00162987109201363,0.22680412371134,0.00718624981478738,3.07369684925268,22
"{Diag_DD0034,Diag_DD0092} => {HighCost}",0.00140761594310268,0.125827814569536,0.0111868424951845,1.70524482034097,19
"{Diag_DD0092,Diag_DD0142} => {HighCost}",0.00118536079419173,0.108108108108108,0.0109645873462735,1.46510365787474,16
"{Diag_DD0006,Diag_DD0092} => {HighCost}",0.00148170099273967,0.103626943005181,0.0142984145799378,1.40437397257423,20
"{Diag_DD0036,Diag_DD0240} => {HighCost}",0.00103719069491777,0.333333333333333,0.0031115720847533,4.51740294511379,14
"{Diag_DD0036,Diag_DD0038} => {HighCost}",0.00214846643947251,0.298969072164948,0.00718624981478738,4.05169130128763,29
"{Diag_DD0036,Diag_DD0110} => {HighCost}",0.00155578604237665,0.39622641509434,0.00392650763076011,5.36974312343714,21
"{Diag_DD0036,Diag_DD0124} => {HighCost}",0.00118536079419173,0.205128205128205,0.00577863387168469,2.77994027391618,16
"{Diag_DD0022,Diag_DD0036} => {HighCost}",0.0017780411912876,0.247422680412371,0.00718624981478738,3.35312383554838,24
"{Diag_DD0036,Diag_DD0098} => {HighCost}",0.0017780411912876,0.315789473684211,0.00563046377241073,4.27964489537096,24
"{Diag_DD0008,Diag_DD0036} => {HighCost}",0.00118536079419173,0.222222222222222,0.00533412357386279,3.01160196340919,16
"{Diag_DD0036,Diag_DD0044} => {HighCost}",0.00125944584382872,0.202380952380952,0.00622314416950659,2.74270893096194,17
"{Diag_DD0016,Diag_DD0036} => {HighCost}",0.00118536079419173,0.347826086956522,0.00340791228330123,4.71381176881439,16
"{Diag_DD0036,Diag_DD0120} => {HighCost}",0.00140761594310268,0.311475409836066,0.00451918802785598,4.2211798011719,19
"{Diag_DD0036,Diag_DD0072} => {HighCost}",0.00200029634019855,0.296703296703297,0.00674173951696548,4.02098503905733,27
"{Diag_DD0036,Diag_DD0130} => {HighCost}",0.00140761594310268,0.231707317073171,0.00607497407023263,3.14014594965227,19
"{Diag_DD0036,Diag_DD0082} => {HighCost}",0.00125944584382872,0.288135593220339,0.00437101792858201,3.904873732217,17
"{Diag_DD0018,Diag_DD0036} => {HighCost}",0.00111127574455475,0.189873417721519,0.00585271892132168,2.57320420924203,15
"{Diag_DD0020,Diag_DD0036} => {HighCost}",0.00237072158838346,0.253968253968254,0.00933471625425989,3.44183081532479,32
"{Diag_DD0036,Diag_DD0056} => {HighCost}",0.00155578604237665,0.253012048192771,0.00614905911986961,3.42887211496589,21
"{Diag_DD0036,Diag_DD0102} => {HighCost}",0.00162987109201363,0.149659863945578,0.0108905022966365,2.02822173045925,22
"{Diag_DD0002,Diag_DD0036} => {HighCost}",0.00170395614165061,0.283950617283951,0.00600088902059564,3.84815806435619,23
"{Diag_DD0012,Diag_DD0036} => {HighCost}",0.00244480663802045,0.302752293577982,0.00807527041043117,4.10296230794739,33
"{Diag_DD0034,Diag_DD0036} => {HighCost}",0.00244480663802045,0.171875,0.0142243295303008,2.3292858935743,33
"{Diag_DD0036,Diag_DD0142} => {HighCost}",0.00155578604237665,0.124260355029586,0.0125203733886502,1.68400228131461,21
"{Diag_DD0004,Diag_DD0036} => {HighCost}",0.00185212624092458,0.145348837209302,0.0127426285375611,1.9697977958345,25
"{Diag_DD0006,Diag_DD0036} => {HighCost}",0.0026670617869314,0.191489361702128,0.0139279893317529,2.59510381953345,36
"{Diag_DD0036,Diag_DD0064} => {HighCost}",0.00251889168765743,0.16504854368932,0.0152615202252185,2.23677233204663,34
"{Diag_DD0058,Diag_DD0126} => {HighCost}",0.0013335308934657,0.6,0.0022225514891095,8.13132530120482,18
"{Diag_DD0080,Diag_DD0126} => {HighCost}",0.00111127574455475,0.267857142857143,0.00414876277967106,3.63005593803787,15
"{Diag_DD0096,Diag_DD0126} => {HighCost}",0.00111127574455475,0.238095238095238,0.00466735812712995,3.22671638936699,15
